item_code,item_name,description,brand,item_group,stock_uom,uom_conversions,barcode,manufacturer_part_no,disabled,available_qty,list_price
ACM-ANGL0280,"Hitex Angle Grinder Disc 7"" Flap","Angle Grinder Disc 7"", grade: Flap. Brand Hitex. Sold per Packet.",Hitex,All Items > Hardware > Angle Grinder Disc,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,,0,150,98.18
ACM-BALL0954-OLD,"Vermont Ball Valve 3/4"" SS304","Ball Valve 3/4"", material: SS304. Brand Vermont. Sold per Nos. (superseded)",Vermont,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",,,1,0,421.99
ACM-MASK0291,Stallion Masking Tape 18mm High Temp,"Masking Tape 18mm, grade: High Temp. Brand Stallion. Sold per Roll.",Stallion,All Items > Hardware > Masking Tape,Roll,"[{""uom"":""Roll"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,,0,900,96.63
ACM-HOSE0102,Kanto Hose Clip 19-25mm Zinc,"Hose Clip 19-25mm, material: Zinc. Brand Kanto. Sold per Pcs.",Kanto,All Items > Hardware > Hose Clip,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",911273534668,,0,0,39.77
ACM-HEXB0781,Stallion Hex Bolt M10x75 Stainless 316,"Hex Bolt M10x75, finish: Stainless 316. Brand Stallion. Sold per Pcs.",Stallion,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",978392081826,,0,900,370.48
ACM-BALL0001,"Bosco Ball Valve 1-1/4"" SS304","Ball Valve 1-1/4"", material: SS304. Brand Bosco. Sold per Nos.",Bosco,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",967624250209,BOS170168,0,150,166.32
ACM-CABL0021,Stallion Cable Tie 150mm Black,"Cable Tie 150mm, colour: Black. Brand Stallion. Sold per Packet.",Stallion,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",,STA024688,0,12,363.01
ACM-CABL0300,Hitex Cable Tie 450mm White,"Cable Tie 450mm, colour: White. Brand Hitex. Sold per Packet.",Hitex,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",,HIT505640,0,900,132.93
ACM-BALL0196,"Stallion Ball Valve 1"" PVC","Ball Valve 1"", material: PVC. Brand Stallion. Sold per Nos.",Stallion,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",947620774374,,0,12,452.14
ACM-SAFE0474,Vermont Safety Helmet Blue Ratchet,"Safety Helmet Blue, grade: Ratchet. Brand Vermont. Sold per Nos.",Vermont,All Items > Hardware > Safety Helmet,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",966079904120,VER006423,0,12,470.65
ACM-SAFE0847-OLD,Tolsen Safety Helmet Red Ratchet,"Safety Helmet Red, grade: Ratchet. Brand Tolsen. Sold per Nos. (superseded)",Tolsen,All Items > Hardware > Safety Helmet,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",992689274226,TOL795308,1,0,363.05
ACM-HEXB0932,Hitex Hex Bolt M12x60 Stainless 316,"Hex Bolt M12x60, finish: Stainless 316. Brand Hitex. Sold per Pcs.",Hitex,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",,,0,40,157.37
ACM-ANGL0502,"Bosco Angle Grinder Disc 7"" Grinding","Angle Grinder Disc 7"", grade: Grinding. Brand Bosco. Sold per Packet.",Bosco,All Items > Hardware > Angle Grinder Disc,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",,BOS410540,0,0,135.66
ACM-HOSE0814,Kanto Hose Clip 38-50mm SS304,"Hose Clip 38-50mm, material: SS304. Brand Kanto. Sold per Pcs.",Kanto,All Items > Hardware > Hose Clip,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,KAN329399,0,0,170.78
ACM-SELF0318,"Hitex Self Drilling Screw #8 x 1"" Zinc Plated","Self Drilling Screw #8 x 1"", finish: Zinc Plated. Brand Hitex. Sold per Packet.",Hitex,All Items > Hardware > Self Drilling Screw,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",,,0,900,170.93
ACM-MASK0127,Hitex Masking Tape 24mm General,"Masking Tape 24mm, grade: General. Brand Hitex. Sold per Roll.",Hitex,All Items > Hardware > Masking Tape,Roll,"[{""uom"":""Roll"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",,,0,0,255.49
ACM-SAFE0919,Tolsen Safety Helmet Yellow Standard,"Safety Helmet Yellow, grade: Standard. Brand Tolsen. Sold per Nos.",Tolsen,All Items > Hardware > Safety Helmet,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",,,0,40,54.85
ACM-PVCP0284,Bosco PVC Pipe 15mm Class C,"PVC Pipe 15mm, grade: Class C. Brand Bosco. Sold per Length.",Bosco,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",902370889045,,0,0,333.79
ACM-HEXB0206,Kanto Hex Bolt M8x30 Zinc Plated,"Hex Bolt M8x30, finish: Zinc Plated. Brand Kanto. Sold per Pcs.",Kanto,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",968326857377,,0,900,464.05
ACM-MASK0183,Kanto Masking Tape 24mm General,"Masking Tape 24mm, grade: General. Brand Kanto. Sold per Roll.",Kanto,All Items > Hardware > Masking Tape,Roll,"[{""uom"":""Roll"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",,,0,12,145.66
ACM-HOSE0927,Remax Hose Clip 25-38mm Zinc,"Hose Clip 25-38mm, material: Zinc. Brand Remax. Sold per Pcs.",Remax,All Items > Hardware > Hose Clip,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",,,0,3,26.35
ACM-SELF0720,"Stallion Self Drilling Screw #10 x 1"" Stainless 410","Self Drilling Screw #10 x 1"", finish: Stainless 410. Brand Stallion. Sold per Packet.",Stallion,All Items > Hardware > Self Drilling Screw,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",951070585027,,0,3,442.19
ACM-HEXB0103,Kanto Hex Bolt M12x60 Stainless 304,"Hex Bolt M12x60, finish: Stainless 304. Brand Kanto. Sold per Pcs.",Kanto,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",,,0,12,165.72
ACM-WALL1079,Kanto Wall Plug 10mm Brown,"Wall Plug 10mm, colour: Brown. Brand Kanto. Sold per Packet.",Kanto,All Items > Hardware > Wall Plug,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",947308123603,,0,40,73.41
ACM-BALL0740,"Remax Ball Valve 1-1/4"" PVC","Ball Valve 1-1/4"", material: PVC. Brand Remax. Sold per Nos.",Remax,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",,REM889162,0,12,476.69
ACM-HEXB0807,Stallion Hex Bolt M8x50 Zinc Plated,"Hex Bolt M8x50, finish: Zinc Plated. Brand Stallion. Sold per Pcs.",Stallion,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",929600041007,STA502791,0,12,92.27
ACM-ANGL0942,"Bosco Angle Grinder Disc 5"" Grinding","Angle Grinder Disc 5"", grade: Grinding. Brand Bosco. Sold per Packet.",Bosco,All Items > Hardware > Angle Grinder Disc,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",,,0,900,98.73
ACM-HEXB0506,Kanto Hex Bolt M12x60 Stainless 316,"Hex Bolt M12x60, finish: Stainless 316. Brand Kanto. Sold per Pcs.",Kanto,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",,KAN965649,0,150,112.43
ACM-WALL0398,Bosco Wall Plug 12mm Blue,"Wall Plug 12mm, colour: Blue. Brand Bosco. Sold per Packet.",Bosco,All Items > Hardware > Wall Plug,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",938845496100,BOS943644,0,0,308.9
ACM-ANGL0036,"Hitex Angle Grinder Disc 4.5"" Cutting","Angle Grinder Disc 4.5"", grade: Cutting. Brand Hitex. Sold per Packet.",Hitex,All Items > Hardware > Angle Grinder Disc,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",972528429267,HIT730606,0,12,182.04
ACM-BALL0128,"Tolsen Ball Valve 2"" PVC","Ball Valve 2"", material: PVC. Brand Tolsen. Sold per Nos.",Tolsen,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",970887962582,TOL900791,0,12,430.74
ACM-WALL0330,Stallion Wall Plug 12mm Blue,"Wall Plug 12mm, colour: Blue. Brand Stallion. Sold per Packet.",Stallion,All Items > Hardware > Wall Plug,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",,STA672869,0,12,284.42
ACM-CABL0418,Kanto Cable Tie 370mm White,"Cable Tie 370mm, colour: White. Brand Kanto. Sold per Packet.",Kanto,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",980462898315,KAN017917,0,0,190.03
ACM-PVCP0933,Vermont PVC Pipe 40mm Class D,"PVC Pipe 40mm, grade: Class D. Brand Vermont. Sold per Length.",Vermont,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",906286686753,,0,150,42.59
ACM-SELF0568,"Tolsen Self Drilling Screw #12 x 2"" Zinc Plated","Self Drilling Screw #12 x 2"", finish: Zinc Plated. Brand Tolsen. Sold per Packet.",Tolsen,All Items > Hardware > Self Drilling Screw,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",941898801711,,0,12,361.4
ACM-CABL0866,Tolsen Cable Tie 300mm White,"Cable Tie 300mm, colour: White. Brand Tolsen. Sold per Packet.",Tolsen,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",949875567503,,0,3,119.4
ACM-WALL0556,Stallion Wall Plug 12mm Red,"Wall Plug 12mm, colour: Red. Brand Stallion. Sold per Packet.",Stallion,All Items > Hardware > Wall Plug,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",965895398054,STA719983,0,40,185.08
ACM-GIWI0480,Tolsen GI Wire #14 Soft,"GI Wire #14, grade: Soft. Brand Tolsen. Sold per Kg.",Tolsen,All Items > Hardware > GI Wire,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,0,2.0
ACM-MISC010,DELIVERY FEE,,,All Items > Hardware > Misc,Nos,"[{""uom"": ""Nos"", ""conversion_factor"": 1.0}]",,,0,0,0.0
ACM-HEXB0630,Tolsen Hex Bolt M6x50 Stainless 304,"Hex Bolt M6x50, finish: Stainless 304. Brand Tolsen. Sold per Pcs.",Tolsen,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",,,0,40,50.27
ACM-ANGL0104,"Remax Angle Grinder Disc 4"" Grinding","Angle Grinder Disc 4"", grade: Grinding. Brand Remax. Sold per Packet.",Remax,All Items > Hardware > Angle Grinder Disc,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",941427091817,,0,0,413.54
ACM-ANGL0909,"Vermont Angle Grinder Disc 5"" Grinding","Angle Grinder Disc 5"", grade: Grinding. Brand Vermont. Sold per Packet.",Vermont,All Items > Hardware > Angle Grinder Disc,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,,0,40,135.31
ACM-SELF0469,"Tolsen Self Drilling Screw #12 x 2"" Stainless 410","Self Drilling Screw #12 x 2"", finish: Stainless 410. Brand Tolsen. Sold per Packet.",Tolsen,All Items > Hardware > Self Drilling Screw,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",945379666205,TOL838156,0,0,238.89
ACM-CABL0499,Vermont Cable Tie 150mm Black,"Cable Tie 150mm, colour: Black. Brand Vermont. Sold per Packet.",Vermont,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",925129635759,,0,0,22.25
ACM-GIWI0811,Vermont GI Wire #18 Soft,"GI Wire #18, grade: Soft. Brand Vermont. Sold per Kg.",Vermont,All Items > Hardware > GI Wire,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",904985594071,VER040975,0,900,104.88
ACM-HEXB0906,Kanto Hex Bolt M12x60 Zinc Plated,"Hex Bolt M12x60, finish: Zinc Plated. Brand Kanto. Sold per Pcs.",Kanto,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",915267532886,,0,900,267.38
ACM-MASK0859,Hitex Masking Tape 12mm General,"Masking Tape 12mm, grade: General. Brand Hitex. Sold per Roll.",Hitex,All Items > Hardware > Masking Tape,Roll,"[{""uom"":""Roll"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",920243551662,HIT589328,0,150,214.95
ACM-MASK0558,Hitex Masking Tape 48mm General,"Masking Tape 48mm, grade: General. Brand Hitex. Sold per Roll.",Hitex,All Items > Hardware > Masking Tape,Roll,"[{""uom"":""Roll"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,,0,0,373.69
ACM-HOSE0631,Tolsen Hose Clip 13-19mm Zinc,"Hose Clip 13-19mm, material: Zinc. Brand Tolsen. Sold per Pcs.",Tolsen,All Items > Hardware > Hose Clip,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",930385210808,,0,12,60.5
ACM-BALL1083,"Bosco Ball Valve 1"" SS304","Ball Valve 1"", material: SS304. Brand Bosco. Sold per Nos.",Bosco,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",966885838199,,0,3,436.47
ACM-SAFE1038,Stallion Safety Helmet Blue Standard,"Safety Helmet Blue, grade: Standard. Brand Stallion. Sold per Nos.",Stallion,All Items > Hardware > Safety Helmet,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",934790730173,STA902792,0,12,102.21
ACM-HEXB1059,Vermont Hex Bolt M8x50 HDG,"Hex Bolt M8x50, finish: HDG. Brand Vermont. Sold per Pcs.",Vermont,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",,,0,0,220.34
ACM-HEXB0177,Bosco Hex Bolt M10x50 Zinc Plated,"Hex Bolt M10x50, finish: Zinc Plated. Brand Bosco. Sold per Pcs.",Bosco,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",906807716929,BOS767539,0,0,37.51
ACM-HEXB0395,Vermont Hex Bolt M6x30 Zinc Plated,"Hex Bolt M6x30, finish: Zinc Plated. Brand Vermont. Sold per Pcs.",Vermont,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",914305397882,VER659500,0,12,52.57
ACM-BALL0999,"Vermont Ball Valve 1"" PVC","Ball Valve 1"", material: PVC. Brand Vermont. Sold per Nos.",Vermont,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",908221533305,VER641122,0,0,405.41
ACM-CABL0369,Stallion Cable Tie 150mm White,"Cable Tie 150mm, colour: White. Brand Stallion. Sold per Packet.",Stallion,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",,,0,0,109.64
ACM-HEXB0010,Stallion Hex Bolt M12x60 Stainless 316,"Hex Bolt M12x60, finish: Stainless 316. Brand Stallion. Sold per Pcs.",Stallion,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",962347299935,,0,12,421.33
ACM-CABL1056,Kanto Cable Tie 300mm Black,"Cable Tie 300mm, colour: Black. Brand Kanto. Sold per Packet.",Kanto,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,,0,900,461.18
ACM-HEXB0751,Bosco Hex Bolt M8x75 Zinc Plated,"Hex Bolt M8x75, finish: Zinc Plated. Brand Bosco. Sold per Pcs.",Bosco,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",976739030293,BOS408116,0,12,112.26
ACM-HOSE0136,Bosco Hose Clip 19-25mm SS304,"Hose Clip 19-25mm, material: SS304. Brand Bosco. Sold per Pcs.",Bosco,All Items > Hardware > Hose Clip,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",,BOS417834,0,12,145.97
ACM-HEXB0803,Tolsen Hex Bolt M6x50 Zinc Plated,"Hex Bolt M6x50, finish: Zinc Plated. Brand Tolsen. Sold per Pcs.",Tolsen,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",,,0,0,160.85
ACM-CABL0096,Hitex Cable Tie 370mm Natural,"Cable Tie 370mm, colour: Natural. Brand Hitex. Sold per Packet.",Hitex,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",933893281379,,0,900,238.91
ACM-SAFE0526,Stallion Safety Helmet Yellow Ratchet,"Safety Helmet Yellow, grade: Ratchet. Brand Stallion. Sold per Nos.",Stallion,All Items > Hardware > Safety Helmet,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",972995639477,STA431753,0,150,267.89
ACM-HEXB0224,Remax Hex Bolt M12x60 Zinc Plated,"Hex Bolt M12x60, finish: Zinc Plated. Brand Remax. Sold per Pcs.",Remax,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",974304747716,,0,3,28.73
ACM-MASK0230,Tolsen Masking Tape 48mm High Temp,"Masking Tape 48mm, grade: High Temp. Brand Tolsen. Sold per Roll.",Tolsen,All Items > Hardware > Masking Tape,Roll,"[{""uom"":""Roll"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",,,0,150,127.68
ACM-WALL0962,Kanto Wall Plug 8mm Brown,"Wall Plug 8mm, colour: Brown. Brand Kanto. Sold per Packet.",Kanto,All Items > Hardware > Wall Plug,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",990585750141,KAN439428,0,3,469.03
ACM-CABL0924,Hitex Cable Tie 370mm White,"Cable Tie 370mm, colour: White. Brand Hitex. Sold per Packet.",Hitex,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",900349916557,HIT333042,0,900,427.58
ACM-ANGL0234,"Bosco Angle Grinder Disc 7"" Flap","Angle Grinder Disc 7"", grade: Flap. Brand Bosco. Sold per Packet.",Bosco,All Items > Hardware > Angle Grinder Disc,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",970605067784,BOS678401,0,150,468.02
ACM-SAFE0916,Kanto Safety Helmet Blue Standard,"Safety Helmet Blue, grade: Standard. Brand Kanto. Sold per Nos.",Kanto,All Items > Hardware > Safety Helmet,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",972041279567,KAN055400,0,12,64.32
ACM-SELF0464,"Vermont Self Drilling Screw #10 x 1-1/2"" Stainless 410","Self Drilling Screw #10 x 1-1/2"", finish: Stainless 410. Brand Vermont. Sold per Packet.",Vermont,All Items > Hardware > Self Drilling Screw,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",995377629423,,0,40,59.03
ACM-SAFE0795,Vermont Safety Helmet White Standard,"Safety Helmet White, grade: Standard. Brand Vermont. Sold per Nos.",Vermont,All Items > Hardware > Safety Helmet,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",,VER104825,0,900,112.97
ACM-HEXB0518,Bosco Hex Bolt M10x50 HDG,"Hex Bolt M10x50, finish: HDG. Brand Bosco. Sold per Pcs.",Bosco,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",,,0,3,458.29
ACM-ANGL0414,"Vermont Angle Grinder Disc 4"" Grinding","Angle Grinder Disc 4"", grade: Grinding. Brand Vermont. Sold per Packet.",Vermont,All Items > Hardware > Angle Grinder Disc,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",941674329396,,0,40,254.78
ACM-WALL0439,Bosco Wall Plug 12mm Red,"Wall Plug 12mm, colour: Red. Brand Bosco. Sold per Packet.",Bosco,All Items > Hardware > Wall Plug,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,,0,3,361.76
ACM-HEXB0721,Hitex Hex Bolt M8x50 HDG,"Hex Bolt M8x50, finish: HDG. Brand Hitex. Sold per Pcs.",Hitex,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",917593947531,HIT631023,0,150,456.93
ACM-CABL0833,Kanto Cable Tie 100mm Black,"Cable Tie 100mm, colour: Black. Brand Kanto. Sold per Packet.",Kanto,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",969346197314,,0,150,128.51
